@code,コードが示す地域等,@name,areacode
1310900,東京都品川区,品川区,13
1311000,東京都目黒区,目黒区,13
1311100,東京都大田区,大田区,13
1311200,東京都世田谷区,世田谷区,13
1311300,東京都渋谷区,渋谷区,13
1311400,東京都中野区,中野区,13
1311500,東京都杉並区,杉並区,13
1311600,東京都豊島区,豊島区,13
1311700,東京都北区,北区,13
1311800,東京都荒川区,荒川区,13
1311900,東京都板橋区,板橋区,13
1312000,東京都練馬区,練馬区,13
1312100,東京都足立区,足立区,13
1312200,東京都葛飾区,葛飾区,13
1312300,東京都江戸川区,江戸川区,13
1320100,東京都八王子市,八王子市,13
1320200,東京都立川市,立川市,13
1320300,東京都武蔵野市,武蔵野市,13
1320400,東京都三鷹市,三鷹市,13
1320500,東京都青梅市,青梅市,13
1320600,東京都府中市,府中市,13
1320700,東京都昭島市,昭島市,13
1320800,東京都調布市,調布市,13
1320900,東京都町田市,町田市,13
1321000,東京都小金井市,小金井市,13
1321100,東京都小平市,小平市,13
1321200,東京都日野市,日野市,13
1321300,東京都東村山市,東村山市,13
1321400,東京都国分寺市,国分寺市,13
1321500,東京都国立市,国立市,13
1321800,東京都福生市,福生市,13
1321900,東京都狛江市,狛江市,13
1322000,東京都東大和市,東大和市,13
1322100,東京都清瀬市,清瀬市,13
1322200,東京都東久留米市,東久留米市,13
1322300,東京都武蔵村山市,武蔵村山市,13
1322400,東京都多摩市,多摩市,13
1322500,東京都稲城市,稲城市,13
1322700,東京都羽村市,羽村市,13
1322800,東京都あきる野市,あきる野市,13
1322900,東京都西東京市,西東京市,13
1330300,東京都瑞穂町,瑞穂町,13
1330500,東京都日の出町,日の出町,13
1330700,東京都檜原村,檜原村,13
1330800,東京都奥多摩町,奥多摩町,13
1336100,東京都大島町,大島町,13
1336200,東京都利島村,利島村,13
1336300,東京都新島村,新島村,13
1336400,東京都神津島村,神津島村,13
1338100,東京都三宅村,三宅村,13
1338200,東京都御蔵島村,御蔵島村,13
1340100,東京都八丈町,八丈町,13
1340200,東京都青ヶ島村,青ヶ島村,13
1342100,東京都小笠原村,小笠原村,13
1410000,神奈川県横浜市,横浜市,14
1410011,神奈川県横浜市のうち鶴見区、神奈川区、旭区、港北区、緑区、青葉区、都筑区、泉区及び瀬谷区,横浜市北部,14
1410012,神奈川県横浜市のうち西区、中区、南区、港南区、保土ケ谷区、磯子区、金沢区、栄区及び戸塚区,横浜市南部,14
1413000,神奈川県川崎市,川崎市,14
1415000,神奈川県相模原市,相模原市,14
1415011,神奈川県相模原市のうち緑区,相模原市西部,14
1415012,神奈川県相模原市のうち中央区及び南区,相模原市東部,14
1420100,神奈川県横須賀市,横須賀市,14
1420300,神奈川県平塚市,平塚市,14
1420400,神奈川県鎌倉市,鎌倉市,14
1420500,神奈川県藤沢市,藤沢市,14
1420600,神奈川県小田原市,小田原市,14
1420700,神奈川県茅ヶ崎市,茅ヶ崎市,14
1420800,神奈川県逗子市,逗子市,14
1421000,神奈川県三浦市,三浦市,14
1421100,神奈川県秦野市,秦野市,14
1421200,神奈川県厚木市,厚木市,14
1421300,神奈川県大和市,大和市,14
1421400,神奈川県伊勢原市,伊勢原市,14
1421500,神奈川県海老名市,海老名市,14
1421600,神奈川県座間市,座間市,14
1421700,神奈川県南足柄市,南足柄市,14
1421800,神奈川県綾瀬市,綾瀬市,14
1430100,神奈川県葉山町,葉山町,14
1432100,神奈川県寒川町,寒川町,14
1434100,神奈川県大磯町,大磯町,14
1434200,神奈川県二宮町,二宮町,14
1436100,神奈川県中井町,中井町,14
1436200,神奈川県大井町,大井町,14
1436300,神奈川県松田町,松田町,14
1436400,神奈川県山北町,山北町,14
1436600,神奈川県開成町,開成町,14
1438200,神奈川県箱根町,箱根町,14
1438300,神奈川県真鶴町,真鶴町,14
1438400,神奈川県湯河原町,湯河原町,14
1440100,神奈川県愛川町,愛川町,14
1440200,神奈川県清川村,清川村,14
1510000,新潟県新潟市,新潟市,17
1520200,新潟県長岡市,長岡市,17
1520400,新潟県三条市,三条市,17
1520500,新潟県柏崎市,柏崎市,17
1520600,新潟県新発田市,新発田市,17
1520800,新潟県小千谷市,小千谷市,17
1520900,新潟県加茂市,加茂市,17
1521000,新潟県十日町市,十日町市,17
1521100,新潟県見附市,見附市,17
1521200,新潟県村上市,村上市,17
1521300,新潟県燕市,燕市,17
1521600,新潟県糸魚川市,糸魚川市,17
1521700,新潟県妙高市,妙高市,17
1521800,新潟県五泉市,五泉市,17
1522200,新潟県上越市,上越市,17
1522300,新潟県阿賀野市,阿賀野市,17
1522400,新潟県佐渡市,佐渡市,17
1522500,新潟県魚沼市,魚沼市,17
1522600,新潟県南魚沼市,南魚沼市,17
1522700,新潟県胎内市,胎内市,17
1530700,新潟県聖籠町,聖籠町,17
1534200,新潟県弥彦村,弥彦村,17
1536100,新潟県田上町,田上町,17
1538500,新潟県阿賀町,阿賀町,17
1540500,新潟県出雲崎町,出雲崎町,17
1546100,新潟県湯沢町,湯沢町,17
1548200,新潟県津南町,津南町,17
1550400,新潟県刈羽村,刈羽村,17
1558100,新潟県関川村,関川村,17
1558600,新潟県粟島浦村,粟島浦村,17
1620100,富山県富山市,富山市,18
1620111,富山県富山市のうち富山市山間部東及び富山市山間部西の区域を除く区域,富山市平地,18
1620112,富山県富山市のうち大沢野総合行政センター及び大山総合行政センター管内,富山市山間部東,18
1620113,富山県富山市のうち八尾総合行政センター、山田総合行政センター及び細入総合行政センター管内,富山市山間部西,18
1620200,富山県高岡市,高岡市,18
1620400,富山県魚津市,魚津市,18
1620500,富山県氷見市,氷見市,18
1620600,富山県滑川市,滑川市,18
1620700,富山県黒部市,黒部市,18
1620800,富山県砺波市,砺波市,18
1620900,富山県小矢部市,小矢部市,18
1621000,富山県南砺市,南砺市,18
1621100,富山県射水市,射水市,18
1632100,富山県舟橋村,舟橋村,18
1632200,富山県上市町,上市町,18
1632300,富山県立山町,立山町,18
1634200,富山県入善町,入善町,18
1634300,富山県朝日町,朝日町,18
1720100,石川県金沢市,金沢市,19
1720200,石川県七尾市,七尾市,19
1720300,石川県小松市,小松市,19
1720400,石川県輪島市,輪島市,19
1720500,石川県珠洲市,珠洲市,19
1720600,石川県加賀市,加賀市,19
1720700,石川県羽咋市,羽咋市,19
1720900,石川県かほく市,かほく市,19
1721000,石川県白山市,白山市,19
1721100,石川県能美市,能美市,19
1721200,石川県野々市市,野々市市,19
1732400,石川県川北町,川北町,19
1736100,石川県津幡町,津幡町,19
1736500,石川県内灘町,内灘町,19
1738400,石川県志賀町,志賀町,19
1738600,石川県宝達志水町,宝達志水町,19
1740700,石川県中能登町,中能登町,19
1746100,石川県穴水町,穴水町,19
1746300,石川県能登町,能登町,19
1820100,福井県福井市,福井市,20
1820200,福井県敦賀市,敦賀市,20
1820400,福井県小浜市,小浜市,20
1820500,福井県大野市,大野市,20
1820600,福井県勝山市,勝山市,20
1820700,福井県鯖江市,鯖江市,20
1820800,福井県あわら市,あわら市,20
1820900,福井県越前市,越前市,20
1821000,福井県坂井市,坂井市,20
1832200,福井県永平寺町,永平寺町,20
1838200,福井県池田町,池田町,20
1840400,福井県南越前町,南越前町,20
1842300,福井県越前町,越前町,20
1844200,福井県美浜町,美浜町,20
1848100,福井県高浜町,高浜町,20
1848300,福井県おおい町,おおい町,20
1850100,福井県若狭町,若狭町,20
1920100,山梨県甲府市,甲府市,15
1920200,山梨県富士吉田市,富士吉田市,15
1920400,山梨県都留市,都留市,15
1920500,山梨県山梨市,山梨市,15
1920600,山梨県大月市,大月市,15
1920700,山梨県韮崎市,韮崎市,15
1920800,山梨県南アルプス市,南アルプス市,15
1920900,山梨県北杜市,北杜市,15
1921000,山梨県甲斐市,甲斐市,15
1921100,山梨県笛吹市,笛吹市,15
1921200,山梨県上野原市,上野原市,15
1921300,山梨県甲州市,甲州市,15
1921400,山梨県中央市,中央市,15
1934600,山梨県市川三郷町,市川三郷町,15
1936400,山梨県早川町,早川町,15
1936500,山梨県身延町,身延町,15
1936600,山梨県南部町,南部町,15
1936800,山梨県富士川町,富士川町,15
1938400,山梨県昭和町,昭和町,15
1942200,山梨県道志村,道志村,15
1942300,山梨県西桂町,西桂町,15
1942400,山梨県忍野村,忍野村,15
1942500,山梨県山中湖村,山中湖村,15
1942900,山梨県鳴沢村,鳴沢村,15
1943000,山梨県富士河口湖町,富士河口湖町,15
1944200,山梨県小菅村,小菅村,15
1944300,山梨県丹波山村,丹波山村,15
2020100,長野県長野市,長野市,16
2020111,長野県長野市のうち鬼無里戸隠の区域を除く区域,長野,16
2020112,長野県長野市のうち鬼無里支所及び戸隠支所管内,鬼無里戸隠,16
2020200,長野県松本市,松本市,16
2020201,気象庁予報警報規程別表第四の二に示す「松本」の区域,松本,16
2020202,気象庁予報警報規程別表第四の二に示す「乗鞍上高地」の区域,乗鞍上高地,16
2020300,長野県上田市,上田市,16
2020400,長野県岡谷市,岡谷市,16
2020500,長野県飯田市,飯田市,16
2020511,長野県飯田市のうち上村南信濃の区域を除く区域,飯田,16
2020512,長野県飯田市のうち上村自治振興センター及び南信濃自治振興センター管内 ,上村南信濃,16
2020600,長野県諏訪市,諏訪市,16
2020700,長野県須坂市,須坂市,16
2020800,長野県小諸市,小諸市,16
2020900,長野県伊那市,伊那市,16
2020911,長野県伊那市のうち長谷の区域を除く区域,伊那,16
2020912,長野県伊那市のうち長谷総合支所管内,長谷,16
2021000,長野県駒ヶ根市,駒ヶ根市,16
2021100,長野県中野市,中野市,16
2021200,長野県大町市,大町市,16
2021300,長野県飯山市,飯山市,16
2021400,長野県茅野市,茅野市,16
2021500,長野県塩尻市,塩尻市,16
2021501,気象庁予報警報規程別表第四の二に示す「塩尻」の区域,塩尻,16
2021502,気象庁予報警報規程別表第四の二に示す「楢川」の区域,楢川,16
2021700,長野県佐久市,佐久市,16
2021800,長野県千曲市,千曲市,16
2021900,長野県東御市,東御市,16
2022000,長野県安曇野市,安曇野市,16
2030300,長野県小海町,小海町,16
2030400,長野県川上村,川上村,16
2030500,長野県南牧村,南牧村,16
2030600,長野県南相木村,南相木村,16
2030700,長野県北相木村,北相木村,16
2030900,長野県佐久穂町,佐久穂町,16
2032100,長野県軽井沢町,軽井沢町,16
2032300,長野県御代田町,御代田町,16
2032400,長野県立科町,立科町,16
2034900,長野県青木村,青木村,16
2035000,長野県長和町,長和町,16
2036100,長野県下諏訪町,下諏訪町,16
2036200,長野県富士見町,富士見町,16
2036300,長野県原村,原村,16
2038200,長野県辰野町,辰野町,16
2038300,長野県箕輪町,箕輪町,16
2038400,長野県飯島町,飯島町,16
2038500,長野県南箕輪村,南箕輪村,16
2038600,長野県中川村,中川村,16
2038800,長野県宮田村,宮田村,16
2040200,長野県松川町,松川町,16
2040300,長野県高森町,高森町,16
2040400,長野県阿南町,阿南町,16
2040700,長野県阿智村,阿智村,16
2040900,長野県平谷村,平谷村,16
2041000,長野県根羽村,根羽村,16
2041100,長野県下條村,下條村,16
2041200,長野県売木村,売木村,16
2041300,長野県天龍村,天龍村,16
2041400,長野県泰阜村,泰阜村,16
2041500,長野県喬木村,喬木村,16
2041600,長野県豊丘村,豊丘村,16
2041700,長野県大鹿村,大鹿村,16
2042200,長野県上松町,上松町,16
2042300,長野県南木曽町,南木曽町,16
2042500,長野県木祖村,木祖村,16
2042900,長野県王滝村,王滝村,16
2043000,長野県大桑村,大桑村,16
2043200,長野県木曽町,木曽町,16
2044600,長野県麻績村,麻績村,16
2044800,長野県生坂村,生坂村,16
2045000,長野県山形村,山形村,16
2045100,長野県朝日村,朝日村,16
2045200,長野県筑北村,筑北村,16
2048100,長野県池田町,池田町,16
2048200,長野県松川村,松川村,16
2048500,長野県白馬村,白馬村,16
2048600,長野県小谷村,小谷村,16
2052100,長野県坂城町,坂城町,16
2054100,長野県小布施町,小布施町,16
2054300,長野県高山村,高山村,16
2056100,長野県山ノ内町,山ノ内町,16
2056200,長野県木島平村,木島平村,16
2056300,長野県野沢温泉村,野沢温泉村,16
2058300,長野県信濃町,信濃町,16
2058800,長野県小川村,小川村,16
2059000,長野県飯綱町,飯綱町,16
2060200,長野県栄村,栄村,16
2120100,岐阜県岐阜市,岐阜市,21
2120200,岐阜県大垣市,大垣市,21
2120300,岐阜県高山市,高山市,21
2120400,岐阜県多治見市,多治見市,21
2120500,岐阜県関市,関市,21
2120600,岐阜県中津川市,中津川市,21
2120700,岐阜県美濃市,美濃市,21
2120800,岐阜県瑞浪市,瑞浪市,21
2120900,岐阜県羽島市,羽島市,21
2121000,岐阜県恵那市,恵那市,21
2121100,岐阜県美濃加茂市,美濃加茂市,21
2121200,岐阜県土岐市,土岐市,21
2121300,岐阜県各務原市,各務原市,21
2121400,岐阜県可児市,可児市,21
2121500,岐阜県山県市,山県市,21
2121600,岐阜県瑞穂市,瑞穂市,21
2121700,岐阜県飛騨市,飛騨市,21
2121800,岐阜県本巣市,本巣市,21
2121900,岐阜県郡上市,郡上市,21
2122000,岐阜県下呂市,下呂市,21
2122100,岐阜県海津市,海津市,21
2130200,岐阜県岐南町,岐南町,21
2130300,岐阜県笠松町,笠松町,21
2134100,岐阜県養老町,養老町,21
2136100,岐阜県垂井町,垂井町,21
2136200,岐阜県関ケ原町,関ケ原町,21
2138100,岐阜県神戸町,神戸町,21
2138200,岐阜県輪之内町,輪之内町,21
2138300,岐阜県安八町,安八町,21
2140100,岐阜県揖斐川町,揖斐川町,21
2140300,岐阜県大野町,大野町,21
2140400,岐阜県池田町,池田町,21
2142100,岐阜県北方町,北方町,21
2150100,岐阜県坂祝町,坂祝町,21
2150200,岐阜県富加町,富加町,21
2150300,岐阜県川辺町,川辺町,21
2150400,岐阜県七宗町,七宗町,21
2150500,岐阜県八百津町,八百津町,21
2150600,岐阜県白川町,白川町,21
2150700,岐阜県東白川村,東白川村,21
2152100,岐阜県御嵩町,御嵩町,21
2160400,岐阜県白川村,白川村,21
2210000,静岡県静岡市,静岡市,22
2210001,気象庁予報警報規程別表第四の二に示す「静岡市南部」の区域,静岡市南部,22
2210002,気象庁予報警報規程別表第四の二に示す「静岡市北部」の区域,静岡市北部,22
2213000,静岡県浜松市,浜松市,22
2213001,気象庁予報警報規程別表第四の二に示す「浜松市南部」の区域,浜松市南部,22
2213002,気象庁予報警報規程別表第四の二に示す「浜松市北部」の区域,浜松市北部,22
2220300,静岡県沼津市,沼津市,22
2220500,静岡県熱海市,熱海市,22
2220600,静岡県三島市,三島市,22
2220700,静岡県富士宮市,富士宮市,22
2220800,静岡県伊東市,伊東市,22
2220900,静岡県島田市,島田市,22
2221000,静岡県富士市,富士市,22
2221100,静岡県磐田市,磐田市,22
2221200,静岡県焼津市,焼津市,22
2221300,静岡県掛川市,掛川市,22
2221400,静岡県藤枝市,藤枝市,22
2221500,静岡県御殿場市,御殿場市,22
2221600,静岡県袋井市,袋井市,22
2221900,静岡県下田市,下田市,22
2222000,静岡県裾野市,裾野市,22
2222100,静岡県湖西市,湖西市,22
2222200,静岡県伊豆市,伊豆市,22
2222300,静岡県御前崎市,御前崎市,22
2222400,静岡県菊川市,菊川市,22
2222500,静岡県伊豆の国市,伊豆の国市,22
2222600,静岡県牧之原市,牧之原市,22
2230100,静岡県東伊豆町,東伊豆町,22
2230200,静岡県河津町,河津町,22
2230400,静岡県南伊豆町,南伊豆町,22
2230500,静岡県松崎町,松崎町,22
2230600,静岡県西伊豆町,西伊豆町,22
2232500,静岡県函南町,函南町,22
2234100,静岡県清水町,清水町,22
2234200,静岡県長泉町,長泉町,22
2234400,静岡県小山町,小山町,22
2242400,静岡県吉田町,吉田町,22
2242900,静岡県川根本町,川根本町,22
2246100,静岡県森町,森町,22
2310000,愛知県名古屋市,名古屋市,23
2320100,愛知県豊橋市,豊橋市,23
2320200,愛知県岡崎市,岡崎市,23
2320300,愛知県一宮市,一宮市,23
2320400,愛知県瀬戸市,瀬戸市,23
2320500,愛知県半田市,半田市,23
2320600,愛知県春日井市,春日井市,23
2320700,愛知県豊川市,豊川市,23
2320800,愛知県津島市,津島市,23
2320900,愛知県碧南市,碧南市,23
2321000,愛知県刈谷市,刈谷市,23
2321100,愛知県豊田市,豊田市,23
2321101,気象庁予報警報規程別表第四の二に示す「豊田市西部」の区域,豊田市西部,23
2321102,気象庁予報警報規程別表第四の二に示す「豊田市東部」の区域,豊田市東部,23
2321200,愛知県安城市,安城市,23
2321300,愛知県西尾市,西尾市,23
2321400,愛知県蒲郡市,蒲郡市,23
2321500,愛知県犬山市,犬山市,23
2321600,愛知県常滑市,常滑市,23
2321700,愛知県江南市,江南市,23
2321900,愛知県小牧市,小牧市,23
2322000,愛知県稲沢市,稲沢市,23
2322100,愛知県新城市,新城市,23
2322200,愛知県東海市,東海市,23
2322300,愛知県大府市,大府市,23
2322400,愛知県知多市,知多市,23
2322500,愛知県知立市,知立市,23
2322600,愛知県尾張旭市,尾張旭市,23
2322700,愛知県高浜市,高浜市,23
2322800,愛知県岩倉市,岩倉市,23
2322900,愛知県豊明市,豊明市,23
2323000,愛知県日進市,日進市,23
2323100,愛知県田原市,田原市,23
2323200,愛知県愛西市,愛西市,23
2323300,愛知県清須市,清須市,23
2323400,愛知県北名古屋市,北名古屋市,23
2323500,愛知県弥富市,弥富市,23
2323600,愛知県みよし市,みよし市,23
2323700,愛知県あま市,あま市,23
2323800,愛知県長久手市,長久手市,23
2330200,愛知県東郷町,東郷町,23
2334200,愛知県豊山町,豊山町,23
2336100,愛知県大口町,大口町,23
2336200,愛知県扶桑町,扶桑町,23
2342400,愛知県大治町,大治町,23
2342500,愛知県蟹江町,蟹江町,23
2342700,愛知県飛島村,飛島村,23
2344100,愛知県阿久比町,阿久比町,23
2344200,愛知県東浦町,東浦町,23
2344500,愛知県南知多町,南知多町,23
2344600,愛知県美浜町,美浜町,23
2344700,愛知県武豊町,武豊町,23
2350100,愛知県幸田町,幸田町,23
2356100,愛知県設楽町,設楽町,23
2356200,愛知県東栄町,東栄町,23
2356300,愛知県豊根村,豊根村,23
2420100,三重県津市,津市,24
2420111,三重県津市のうち津市中西部の区域を除く区域,津市東部,24
2420112,三重県津市のうち久居総合支所、芸濃総合支所、美里総合支所、安濃総合支所、一志総合支所、白山総合支所及び美杉総合支所管内,津市中西部,24
2420200,三重県四日市市,四日市市,24
2420300,三重県伊勢市,伊勢市,24
2420400,三重県松阪市,松阪市,24
2420411,三重県松阪市のうち松阪市西部の区域を除く区域,松阪市東部,24
2420412,三重県松阪市のうち飯南地域振興局及び飯高地域振興局管内,松阪市西部,24
2420500,三重県桑名市,桑名市,24
2420700,三重県鈴鹿市,鈴鹿市,24
2420800,三重県名張市,名張市,24
2420900,三重県尾鷲市,尾鷲市,24
2421000,三重県亀山市,亀山市,24
2421100,三重県鳥羽市,鳥羽市,24
2421200,三重県熊野市,熊野市,24
2421400,三重県いなべ市,いなべ市,24
2421500,三重県志摩市,志摩市,24
2421600,三重県伊賀市,伊賀市,24
2430300,三重県木曽岬町,木曽岬町,24
2432400,三重県東員町,東員町,24
2434100,三重県菰野町,菰野町,24
2434300,三重県朝日町,朝日町,24
2434400,三重県川越町,川越町,24
2444100,三重県多気町,多気町,24
2444200,三重県明和町,明和町,24
2444300,三重県大台町,大台町,24
2446100,三重県玉城町,玉城町,24
2447000,三重県度会町,度会町,24
2447100,三重県大紀町,大紀町,24
2447200,三重県南伊勢町,南伊勢町,24
2454300,三重県紀北町,紀北町,24
2456100,三重県御浜町,御浜町,24
2456200,三重県紀宝町,紀宝町,24
2520100,滋賀県大津市,大津市,25
2520101,気象庁予報警報規程別表第四の二に示す「大津市南部」の区域,大津市南部,25
2520102,気象庁予報警報規程別表第四の二に示す「大津市北部」の区域,大津市北部,25
2520200,滋賀県彦根市,彦根市,25
2520300,滋賀県長浜市,長浜市,25
2520400,滋賀県近江八幡市,近江八幡市,25
2520600,滋賀県草津市,草津市,25
2520700,滋賀県守山市,守山市,25
2520800,滋賀県栗東市,栗東市,25
2520900,滋賀県甲賀市,甲賀市,25
2521000,滋賀県野洲市,野洲市,25
2521100,滋賀県湖南市,湖南市,25
2521200,滋賀県高島市,高島市,25
2521300,滋賀県東近江市,東近江市,25
2521400,滋賀県米原市,米原市,25
2538300,滋賀県日野町,日野町,25
2538400,滋賀県竜王町,竜王町,25
2542500,滋賀県愛荘町,愛荘町,25
2544100,滋賀県豊郷町,豊郷町,25
2544200,滋賀県甲良町,甲良町,25
2544300,滋賀県多賀町,多賀町,25
2610000,京都府京都市,京都市,26
2610100,京都府京都市のうち北区,京都市北区,26
2610200,京都府京都市のうち上京区,京都市上京区,26
2610300,京都府京都市のうち左京区,京都市左京区,26
2610400,京都府京都市のうち中京区,京都市中京区,26
2610500,京都府京都市のうち東山区,京都市東山区,26
2610600,京都府京都市のうち下京区,京都市下京区,26
2610700,京都府京都市のうち南区,京都市南区,26
2610800,京都府京都市のうち右京区,京都市右京区,26
2610900,京都府京都市のうち伏見区,京都市伏見区,26
2611000,京都府京都市のうち山科区,京都市山科区,26
2611100,京都府京都市のうち西京区,京都市西京区,26
2620100,京都府福知山市,福知山市,26
2620111,京都府福知山市のうち福知山市三和町、福知山市夜久野町、福知山市大江町の区域を除く区域,福知山市旧福知山市域,26
2620112,京都府福知山市のうち三和支所管内,福知山市三和町,26
2620113,京都府福知山市のうち夜久野支所管内,福知山市夜久野町,26
2620114,京都府福知山市のうち大江支所管内,福知山市大江町,26
2620200,京都府舞鶴市,舞鶴市,26
2620300,京都府綾部市,綾部市,26
2620400,京都府宇治市,宇治市,26
2620500,京都府宮津市,宮津市,26
2620600,京都府亀岡市,亀岡市,26
2620700,京都府城陽市,城陽市,26
2620800,京都府向日市,向日市,26
2620900,京都府長岡京市,長岡京市,26
2621000,京都府八幡市,八幡市,26
2621100,京都府京田辺市,京田辺市,26
2621200,京都府京丹後市,京丹後市,26
2621211,京都府京丹後市のうち峰山市民局管内,京丹後市峰山町,26
2621212,京都府京丹後市のうち大宮市民局管内,京丹後市大宮町,26
2621213,京都府京丹後市のうち網野市民局管内,京丹後市網野町,26
2621214,京都府京丹後市のうち丹後市民局管内,京丹後市丹後町,26
2621215,京都府京丹後市のうち弥栄市民局管内,京丹後市弥栄町,26
2621216,京都府京丹後市のうち久美浜市民局管内,京丹後市久美浜町,26
2621300,京都府南丹市,南丹市,26
2621311,京都府南丹市のうち美山支所管内,南丹市美山町,26
2621312,京都府南丹市のうち南丹市美山町、南丹市八木町及び南丹市日吉町の区域を除く区域,南丹市園部町,26
2621313,京都府南丹市のうち八木支所管内,南丹市八木町,26
2621314,京都府南丹市のうち日吉支所管内,南丹市日吉町,26
2621400,京都府木津川市,木津川市,26
2621411,京都府木津川市のうち山城支所管内,木津川市山城町,26
2621412,京都府木津川市のうち木津川市山城町及び木津川市加茂町の区域を除く区域,木津川市木津町,26
2621413,京都府木津川市のうち加茂支所管内,木津川市加茂町,26
2630300,京都府大山崎町,大山崎町,26
2632200,京都府久御山町,久御山町,26
2634300,京都府井手町,井手町,26
2634400,京都府宇治田原町,宇治田原町,26
2636400,京都府笠置町,笠置町,26
2636500,京都府和束町,和束町,26
2636600,京都府精華町,精華町,26
2636700,京都府南山城村,南山城村,26
2640700,京都府京丹波町,京丹波町,26
2640711,京都府京丹波町のうち京丹波町旧瑞穂町及び京丹波町旧和知町の区域を除く区域,京丹波町旧丹波町,26
2640712,京都府京丹波町のうち瑞穂支所管内,京丹波町旧瑞穂町,26
2640713,京都府京丹波町のうち和知支所管内,京丹波町旧和知町,26
2646300,京都府伊根町,伊根町,26
2646500,京都府与謝野町,与謝野町,26
2646511,京都府与謝野町のうち明石、温江、後野、香河、金屋、加悦、加悦奥、算所、滝及び与謝,与謝野町旧加悦町,26
2646512,京都府与謝野町のうち岩滝、男山及び弓木,与謝野町旧岩滝町,26
2646513,京都府与謝野町のうち幾地、石川、岩屋、上山田、下山田、三河内及び四辻,与謝野町旧野田川町,26
2710000,大阪府大阪市,大阪市,27
2714000,大阪府堺市,堺市,27
2720200,大阪府岸和田市,岸和田市,27
2720300,大阪府豊中市,豊中市,27
2720400,大阪府池田市,池田市,27
2720500,大阪府吹田市,吹田市,27
2720600,大阪府泉大津市,泉大津市,27
2720700,大阪府高槻市,高槻市,27
2720800,大阪府貝塚市,貝塚市,27
2720900,大阪府守口市,守口市,27
2721000,大阪府枚方市,枚方市,27
2721100,大阪府茨木市,茨木市,27
2721200,大阪府八尾市,八尾市,27
2721300,大阪府泉佐野市,泉佐野市,27
2721400,大阪府富田林市,富田林市,27
2721500,大阪府寝屋川市,寝屋川市,27
2721600,大阪府河内長野市,河内長野市,27
2721700,大阪府松原市,松原市,27
2721800,大阪府大東市,大東市,27
2721900,大阪府和泉市,和泉市,27
2722000,大阪府箕面市,箕面市,27
2722100,大阪府柏原市,柏原市,27
2722200,大阪府羽曳野市,羽曳野市,27
2722300,大阪府門真市,門真市,27
2722400,大阪府摂津市,摂津市,27
2722500,大阪府高石市,高石市,27
2722600,大阪府藤井寺市,藤井寺市,27
2722700,大阪府東大阪市,東大阪市,27
2722800,大阪府泉南市,泉南市,27
2722900,大阪府四條畷市,四條畷市,27
2723000,大阪府交野市,交野市,27
2723100,大阪府大阪狭山市,大阪狭山市,27
2723200,大阪府阪南市,阪南市,27
2730100,大阪府島本町,島本町,27
2732100,大阪府豊能町,豊能町,27
2732200,大阪府能勢町,能勢町,27
2734100,大阪府忠岡町,忠岡町,27
2736100,大阪府熊取町,熊取町,27
2736200,大阪府田尻町,田尻町,27
2736600,大阪府岬町,岬町,27
2738100,大阪府太子町,太子町,27
2738200,大阪府河南町,河南町,27
2738300,大阪府千早赤阪村,千早赤阪村,27
2810000,兵庫県神戸市,神戸市,28
2820100,兵庫県姫路市,姫路市,28
2820200,兵庫県尼崎市,尼崎市,28
2820300,兵庫県明石市,明石市,28
2820400,兵庫県西宮市,西宮市,28
2820500,兵庫県洲本市,洲本市,28
2820600,兵庫県芦屋市,芦屋市,28
2820700,兵庫県伊丹市,伊丹市,28
2820800,兵庫県相生市,相生市,28
2820900,兵庫県豊岡市,豊岡市,28
2821000,兵庫県加古川市,加古川市,28
2821200,兵庫県赤穂市,赤穂市,28
2821300,兵庫県西脇市,西脇市,28
2821400,兵庫県宝塚市,宝塚市,28
2821500,兵庫県三木市,三木市,28
2821600,兵庫県高砂市,高砂市,28
2821700,兵庫県川西市,川西市,28
2821800,兵庫県小野市,小野市,28
2821900,兵庫県三田市,三田市,28
2822000,兵庫県加西市,加西市,28
2822100,兵庫県篠山市,篠山市,28
2822200,兵庫県養父市,養父市,28
2822300,兵庫県丹波市,丹波市,28
2822400,兵庫県南あわじ市,南あわじ市,28
2822500,兵庫県朝来市,朝来市,28
2822600,兵庫県淡路市,淡路市,28
2822700,兵庫県宍粟市,宍粟市,28
2822800,兵庫県加東市,加東市,28
2822900,兵庫県たつの市,たつの市,28
2830100,兵庫県猪名川町,猪名川町,28
2836500,兵庫県多可町,多可町,28
2838100,兵庫県稲美町,稲美町,28
2838200,兵庫県播磨町,播磨町,28
2844200,兵庫県市川町,市川町,28
2844300,兵庫県福崎町,福崎町,28
2844600,兵庫県神河町,神河町,28
2846400,兵庫県太子町,太子町,28
2848100,兵庫県上郡町,上郡町,28
2850100,兵庫県佐用町,佐用町,28
2858500,兵庫県香美町,香美町,28
2858600,兵庫県新温泉町,新温泉町,28
2920100,奈良県奈良市,奈良市,29
2920200,奈良県大和高田市,大和高田市,29
2920300,奈良県大和郡山市,大和郡山市,29
2920400,奈良県天理市,天理市,29
2920500,奈良県橿原市,橿原市,29
2920600,奈良県桜井市,桜井市,29
2920700,奈良県五條市,五條市,29
2920701,気象庁予報警報規程別表第四の二に示す「五條市北部」の区域,五條市北部,29
2920702,気象庁予報警報規程別表第四の二に示す「五條市南部」の区域,五條市南部,29
